sex,destcode,origincode,Y2000,Y1990,Y1980,Y1970,Y1960
Male,FRA,AFG,923,91,55,29,1471
Male,FRA,DZA,425229,861691,794288,723746,521679
Male,FRA,AUS,9168,903,1483,1906,14614
Male,FRA,AUT,7764,2761,4686,4861,12375
Male,FRA,AZE,118,12,20,4,188
Male,FRA,BLR,245,88,26,0,390
Male,FRA,BLZ,391,38,25,22,623
Male,FRA,BEN,166,397,4409,5736,233
Male,FRA,ALB,10017,3586,4,17,15967
Male,FRA,ASM,0,0,0,0,0
Male,FRA,AND,122,43,436,0,194
Male,FRA,AGO,4558,10907,76,130,6408
Male,FRA,AIA,1,0,0,0,2
Male,FRA,ATG,2,0,0,0,4
Male,FRA,ARG,5572,549,4224,4217,8882
Male,FRA,ARM,917,90,167,29,1461
Male,FRA,ABW,45,4,3,2,71
Male,FRA,BHS,9,0,0,0,14
Male,FRA,BHR,16,2,0,0,26
Male,FRA,BGD,7251,714,427,225,11558
Male,FRA,BRB,1625,160,104,90,2590
Male,FRA,BEL,16580,70815,52083,52590,26427
Male,FRA,BMU,5,0,0,0,8
Male,FRA,BTN,2,0,0,0,3
Male,FRA,BOL,500,49,0,0,797
Male,FRA,BIH,11541,4131,12982,12303,18396
Male,FRA,BWA,27,65,0,0,38
Male,FRA,BRA,4866,479,3173,6092,7756
Male,FRA,BRN,15,1,0,0,24
Male,FRA,BGR,2460,882,1705,1750,3921
Male,FRA,BFA,84,201,2588,2487,118
Male,FRA,BDI,27,64,0,0,38
Male,FRA,KHM,2354,232,23565,30436,3753
Male,FRA,CMR,475,1136,11003,13774,667
Male,FRA,CAN,9859,971,6569,8103,15716
Male,FRA,CPV,1214,2905,20,34,1707
Male,FRA,CYM,2,0,0,0,3
Male,FRA,CAF,115,276,2318,3912,162
Male,FRA,TCD,79,189,2079,2333,111
Male,FRA,CHI,NA,NA,NA,NA,NA
Male,FRA,CHL,3372,332,3663,6180,5375
Male,FRA,CHN,6644,655,4744,9650,10590
Male,FRA,COL,5552,547,1112,3853,8849
Male,FRA,COM,163,389,4505,6663,229
Male,FRA,COD,890,2129,5530,14650,1251
Male,FRA,COG,451,1080,8193,11503,635
Male,FRA,COK,0,0,0,0,0
Male,FRA,CRI,237,23,15,13,378
Male,FRA,CIV,522,1250,11772,17503,735
Male,FRA,HRV,2486,889,3011,2853,3962
Male,FRA,CUB,3700,365,236,205,5898
Male,FRA,CYP,8986,3246,4,15,14323
Male,FRA,CZE,68349,24551,5080,4417,108945
Male,FRA,DNK,8346,2976,1234,1732,13303
Male,FRA,DJI,30,73,1820,0,43
Male,FRA,DMA,36,3,2,2,57
Male,FRA,DOM,2205,217,141,122,3515
Male,FRA,ECU,5499,542,1,0,8765
Male,FRA,EGY,1776,4250,10513,12141,2497
Male,FRA,SLV,480,47,31,27,765
Male,FRA,GNQ,126,302,2,4,177
Male,FRA,ERI,70,167,1,2,98
Male,FRA,EST,4553,1649,377,8,7257
Male,FRA,ETH,391,936,7,11,550
Male,FRA,FRO,825,293,0,1,1315
Male,FRA,FLK,2,0,0,0,3
Male,FRA,FJI,7,0,0,1,11
Male,FRA,FIN,24485,8702,448,696,39028
Male,FRA,FRA,0,0,0,0,0
Male,FRA,GUF,24,2,0,0,331
Male,FRA,PYF,148,15,2898,30,235
Male,FRA,GAB,137,329,3308,3699,193
Male,FRA,GMB,130,312,2,4,183
Male,FRA,GEO,4774,470,893,149,7609
Male,FRA,DEU,80508,100387,86005,86729,128326
Male,FRA,GHA,814,1949,14,2006,1145
Male,FRA,GIB,992,358,0,2,1582
Male,FRA,GRC,5602,1991,8769,6378,8930
Male,FRA,GRL,545,54,35,30,868
Male,FRA,GRD,5,0,0,0,8
Male,FRA,GLP,19500,1786,42687,418,100440
Male,FRA,GUM,0,0,0,0,0
Male,FRA,GTM,414,41,26,23,661
Male,FRA,GIN,450,1078,4178,6523,633
Male,FRA,GNB,135,324,2,4,190
Male,FRA,GUY,1659,163,4240,0,2644
Male,FRA,HTI,740,73,2482,6780,1180
Male,FRA,HND,377,37,24,21,601
Male,FRA,HKG,7497,739,441,232,11950
Male,FRA,HUN,11652,4178,8229,6735,18572
Male,FRA,ISL,911,324,0,1,1452
Male,FRA,IND,42177,4155,8507,12617,67229
Male,FRA,IDN,12552,1237,742,1672,20008
Male,FRA,IRN,7511,740,7619,10315,11972
Male,FRA,IRQ,3806,375,1805,1741,6067
Male,FRA,IRL,56049,19708,541,1494,89340
Male,FRA,IMY,NA,NA,NA,NA,NA
Male,FRA,ISR,1523,150,3653,4503,2427
Male,FRA,ITA,73357,439147,303782,256798,116928
Male,FRA,JAM,15140,1491,963,836,24132
Male,FRA,JPN,3444,339,4066,5273,5490
Male,FRA,JOR,197,19,12,6,313
Male,FRA,KAZ,1506,148,282,47,2400
Male,FRA,KEN,3683,8812,62,105,5178
Male,FRA,KIR,0,0,0,0,1
Male,FRA,PRK,38,4,2,114,61
Male,FRA,KOR,2005,198,118,6049,3197
Male,FRA,KSV,NA,NA,NA,NA,NA
Male,FRA,KWT,121,12,7,4,194
Male,FRA,KGZ,27,3,5,0,43
Male,FRA,LAO,1952,192,20644,22821,3111
Male,FRA,LVA,4085,1479,499,7,6511
Male,FRA,LBN,3416,336,12280,21247,5445
Male,FRA,LSO,12,29,0,0,17
Male,FRA,LBR,42,100,0,1,59
Male,FRA,LBY,145,346,2,4,204
Male,FRA,LIE,54,19,0,0,86
Male,FRA,LTU,8687,3148,1102,15,13847
Male,FRA,LUX,983,352,4225,4243,1568
Male,FRA,MAC,127,13,7,4,202
Male,FRA,MKD,974,349,1135,1075,1552
Male,FRA,MDG,1044,2497,25999,30530,1467
Male,FRA,MWI,185,443,3,5,261
Male,FRA,MYS,4135,407,243,128,6591
Male,FRA,MDV,0,0,0,0,2
Male,FRA,MLI,559,1339,17594,21737,787
Male,FRA,MLT,2950,1065,1,5,4702
Male,FRA,MHL,0,0,0,0,0
Male,FRA,MTQ,5730,564,45605,317,63475
Male,FRA,MRT,146,349,3767,4433,205
Male,FRA,MUS,793,1898,7643,11582,1115
Male,FRA,MYT,0,0,0,0,0
Male,FRA,MEX,1214,120,1464,1802,1936
Male,FRA,FSM,0,0,0,0,0
Male,FRA,MDA,807,292,102,1,1287
Male,FRA,MCO,340,121,6596,0,541
Male,FRA,MNG,17,2,1,0,27
Male,FRA,MNE,NA,NA,NA,NA,NA
Male,FRA,MSR,0,0,0,0,0
Male,FRA,MAR,90261,172808,316085,361128,129521
Male,FRA,MOZ,2057,4923,34,58,2893
Male,FRA,MMR,1041,103,61,32,1659
Male,FRA,NAM,35,83,0,0,49
Male,FRA,NRU,0,0,0,0,0
Male,FRA,NPL,37,4,2,1,59
Male,FRA,NLD,8378,2998,8245,9822,13355
Male,FRA,ANT,5166,509,330,286,8235
Male,FRA,NCL,344,34,3157,33,4533
Male,FRA,NZL,3930,387,171,852,6264
Male,FRA,NIC,279,27,18,15,445
Male,FRA,NER,59,140,1642,1648,83
Male,FRA,NGA,2305,5515,1479,1137,3241
Male,FRA,NIU,0,0,0,0,0
Male,FRA,NFK,0,0,0,0,0
Male,FRA,MNP,0,0,0,0,0
Male,FRA,NOR,7532,2689,618,978,12006
Male,FRA,OMN,13,1,0,0,21
Male,FRA,PAK,22953,2261,3933,7024,36585
Male,FRA,PLW,0,0,0,0,1
Male,FRA,PAN,268,26,17,15,427
Male,FRA,PNG,6,0,0,1,10
Male,FRA,PRY,74,7,0,0,118
Male,FRA,PER,1845,182,0,1864,2940
Male,FRA,PHL,2592,255,153,849,4132
Male,FRA,POL,247797,130909,64750,51879,394978
Male,FRA,PRT,43658,199781,339117,317924,69589
Male,FRA,PRI,6,0,0,0,9
Male,FRA,QAT,7,0,0,0,11
Male,FRA,zzz,NA,NA,NA,NA,NA
Male,FRA,REU,650,1556,35308,18,43664
Male,FRA,ROM,38377,13780,7002,7707,61171
Male,FRA,RUS,67396,24429,8516,8080,107427
Male,FRA,RWA,39,93,0,1,55
Male,FRA,SHN,1,3,0,0,2
Male,FRA,SPM,22,2,378,1,35
Male,FRA,WSM,2,0,0,0,4
Male,FRA,SMR,1,0,0,0,2
Male,FRA,STP,223,534,4,6,314
Male,FRA,SAU,106,10,6,3,169
Male,FRA,SEN,1292,3092,35310,41310,1817
Male,FRA,SRB,NA,NA,NA,NA,NA
Male,FRA,SCG,16954,6074,19635,18608,27023
Male,FRA,SYC,48,114,0,1,67
Male,FRA,SLE,180,431,3,5,253
Male,FRA,SGP,3396,335,199,105,5414
Male,FRA,SVK,18216,6542,1339,1164,29036
Male,FRA,SVN,1075,384,1348,1277,1713
Male,FRA,SLB,1,0,0,0,2
Male,FRA,SOM,597,1428,10,2661,839
Male,FRA,ZAF,3649,8733,61,104,5131
Male,FRA,ESP,46924,375566,241006,200982,74795
Male,FRA,LKA,3517,347,207,7364,5606
Male,FRA,KNA,3,0,0,0,4
Male,FRA,LCA,9,0,0,0,14
Male,FRA,VCT,7,0,0,0,11
Male,FRA,SDN,101,242,2,3,142
Male,FRA,SUR,8676,855,2,0,13829
Male,FRA,SWZ,14,34,0,0,20
Male,FRA,SWE,8155,2920,1671,2164,12999
Male,FRA,CHE,9635,37790,14465,30599,15357
Male,FRA,SYR,1718,169,5853,7555,2739
Male,FRA,TWN,33,3,2,1,52
Male,FRA,TJK,25,2,4,0,40
Male,FRA,TZA,576,1379,10,16,810
Male,FRA,THA,1227,121,72,3126,1956
Male,FRA,TLS,183,18,11,6,292
Male,FRA,TGO,161,385,3542,5417,226
Male,FRA,TKL,0,0,0,0,0
Male,FRA,TON,2,0,0,0,3
Male,FRA,TTO,1431,141,91,79,2280
Male,FRA,TUN,97637,152465,196211,198232,153448
Male,FRA,TUR,23686,2333,71869,96897,37754
Male,FRA,TKM,16,2,3,0,26
Male,FRA,TCA,0,0,0,0,0
Male,FRA,TUV,4,0,0,0,6
Male,FRA,UGA,984,2355,16,28,1384
Male,FRA,UKR,3618,1311,443,6,5767
Male,FRA,ARE,44,4,3,1,70
Male,FRA,GBR,31157,11327,19218,28475,49662
Male,FRA,USA,25443,2507,12580,16566,40555
Male,FRA,URY,831,82,0,0,1325
Male,FRA,UZB,417,41,77,13,665
Male,FRA,VUT,1,0,0,0,2
Male,FRA,VEN,4637,457,1031,1081,7392
Male,FRA,VNM,7274,717,49824,55766,11595
Male,FRA,VIR,2,0,0,0,4
Male,FRA,VGB,2,0,0,0,3
Male,FRA,WLF,0,0,0,0,1
Male,FRA,PSE,60,6,4,2,96
Male,FRA,YEM,135,13,8,4,216
Male,FRA,ZMB,286,685,5,8,402
Male,FRA,ZWE,907,2171,15,26,1275
Male,GHA,AFG,0,4,0,3,6
Male,GHA,DZA,4,34,17,231,444
Male,GHA,AUS,50,1,0,1,2
Male,GHA,AUT,11,21,6,20,35
Male,GHA,AZE,0,5,1,4,8
Male,GHA,BLR,3,4,1,4,7
Male,GHA,BLZ,0,0,0,0,0
Male,GHA,BEN,13036,9590,867,1261,1655
Male,GHA,ALB,4,7,2,7,12
Male,GHA,ASM,0,0,0,0,0
Male,GHA,AND,0,0,0,0,0
Male,GHA,AGO,0,0,0,0,0
Male,GHA,AIA,0,0,0,0,0
Male,GHA,ATG,0,0,0,0,0
Male,GHA,ARG,2,0,0,0,0
Male,GHA,ARM,0,3,0,3,5
Male,GHA,ABW,0,0,0,0,0
Male,GHA,BHS,0,0,0,0,0
Male,GHA,BHR,0,0,0,0,0
Male,GHA,BGD,0,171,42,145,248
Male,GHA,BRB,0,0,0,0,0
Male,GHA,BEL,3,2,0,2,4
Male,GHA,BMU,0,0,0,0,0
Male,GHA,BTN,0,0,0,0,0
Male,GHA,BOL,1,0,0,0,0
Male,GHA,BIH,13,24,7,23,40
Male,GHA,BWA,0,0,0,0,0
Male,GHA,BRA,4,0,0,0,0
Male,GHA,BRN,0,0,0,0,1
Male,GHA,BGR,10,19,5,19,32
Male,GHA,BFA,11,68350,8276,12040,15804
Male,GHA,BDI,0,5,3,36,70
Male,GHA,KHM,0,6,2,5,9
Male,GHA,CMR,467,51,25,340,654
Male,GHA,CAN,76,5,2,6,10
Male,GHA,CPV,0,1,0,0,0
Male,GHA,CYM,0,0,0,0,0
Male,GHA,CAF,6,10,5,68,131
Male,GHA,TCD,22,23,12,156,301
Male,GHA,CHI,NA,NA,NA,NA,NA
Male,GHA,CHL,2,0,0,0,0
Male,GHA,CHN,14,204,50,173,297
Male,GHA,COL,6,0,0,0,0
Male,GHA,COM,128,0,0,4,7
Male,GHA,COD,3,0,0,4,8
Male,GHA,COG,22,140,70,944,1818
Male,GHA,COK,0,0,0,0,0
Male,GHA,CRI,0,0,0,0,0
Male,GHA,CIV,19461,8985,1282,1865,2448
Male,GHA,HRV,5,9,2,9,15
Male,GHA,CUB,13,1,0,1,2
Male,GHA,CYP,4,7,2,7,12
Male,GHA,CZE,27,51,14,50,86
Male,GHA,DNK,6,5,1,5,8
Male,GHA,DJI,10,0,0,0,0
Male,GHA,DMA,0,0,0,0,0
Male,GHA,DOM,7,0,0,0,1
Male,GHA,ECU,2,0,0,0,0
Male,GHA,EGY,47,2,0,11,22
Male,GHA,SLV,0,0,0,0,1
Male,GHA,GNQ,0,0,0,0,0
Male,GHA,ERI,4,0,0,2,5
Male,GHA,EST,0,0,0,0,0
Male,GHA,ETH,25,2,1,17,32
Male,GHA,FRO,0,0,0,0,0
Male,GHA,FLK,0,0,0,0,0
Male,GHA,FJI,0,0,0,0,0
Male,GHA,FIN,9,18,5,17,29
Male,GHA,FRA,227,1418,398,1384,2370
Male,GHA,GUF,0,0,0,0,0
Male,GHA,PYF,0,0,0,0,0
Male,GHA,GAB,2,162,81,1092,2102
Male,GHA,GMB,42,19,3,4,5
Male,GHA,GEO,0,4,0,3,6
Male,GHA,DEU,314,225,63,220,377
Male,GHA,GHA,0,0,0,0,0
Male,GHA,GIB,0,0,0,0,1
Male,GHA,GRC,112,14,4,14,24
Male,GHA,GRL,0,0,0,0,0
Male,GHA,GRD,0,0,0,0,0
Male,GHA,GLP,1,0,0,0,0
Male,GHA,GUM,0,0,0,0,0
Male,GHA,GTM,0,0,0,0,0
Male,GHA,GIN,483,914,120,174,229
Male,GHA,GNB,0,25,3,5,6
Male,GHA,GUY,1,2,0,2,3
Male,GHA,HTI,0,0,0,0,1
Male,GHA,HND,0,0,0,0,0
Male,GHA,HKG,2,18,4,15,26
Male,GHA,HUN,13,24,7,23,40
Male,GHA,ISL,0,0,0,0,1
Male,GHA,IND,582,1305,318,1106,1894
Male,GHA,IDN,3,31,8,26,45
Male,GHA,IRN,2,0,0,0,0
Male,GHA,IRQ,1,0,0,0,0
Male,GHA,IRL,29,5,1,5,9
Male,GHA,IMY,NA,NA,NA,NA,NA
Male,GHA,ISR,147,119,29,101,172
Male,GHA,ITA,325,150,42,147,252
Male,GHA,JAM,0,0,0,0,1
Male,GHA,JPN,19,12,3,10,17
Male,GHA,JOR,0,0,0,0,0
Male,GHA,KAZ,3,17,4,15,25
Male,GHA,KEN,6,19,10,130,251
Male,GHA,KIR,0,0,0,0,0
Male,GHA,PRK,8,3,0,2,4
Male,GHA,KOR,15,5,1,5,8
Male,GHA,KSV,NA,NA,NA,NA,NA
Male,GHA,KWT,3,0,0,0,1
Male,GHA,KGZ,0,2,0,2,3
Male,GHA,LAO,0,8,2,7,11
Male,GHA,LVA,0,0,0,0,0
Male,GHA,LBN,955,979,246,855,1464
Male,GHA,LSO,1,0,0,1,2
Male,GHA,LBR,4160,2495,321,468,614
Male,GHA,LBY,7,3,1,20,38
Male,GHA,LIE,0,0,0,0,0
Male,GHA,LTU,0,0,0,0,0
Male,GHA,LUX,0,0,0,0,1
Male,GHA,MAC,3,24,6,20,35
Male,GHA,MKD,3,6,2,5,9
Male,GHA,MDG,341,1,0,9,18
Male,GHA,MWI,4,3,1,17,33
Male,GHA,MYS,2,2,0,1,2
Male,GHA,MDV,0,0,0,0,0
Male,GHA,MLI,12738,8042,748,1088,1428
Male,GHA,MLT,3,5,2,5,9
Male,GHA,MHL,0,0,0,0,0
Male,GHA,MTQ,1,0,0,0,0
Male,GHA,MRT,1,91,12,7328,14644
Male,GHA,MUS,371,2,0,10,20
Male,GHA,MYT,0,0,0,0,0
Male,GHA,MEX,1,0,0,0,0
Male,GHA,FSM,0,0,0,0,0
Male,GHA,MDA,0,0,0,0,2
Male,GHA,MCO,0,0,0,0,0
Male,GHA,MNG,0,0,0,0,0
Male,GHA,MNE,NA,NA,NA,NA,NA
Male,GHA,MSR,0,0,0,0,0
Male,GHA,MAR,7,64,32,431,829
Male,GHA,MOZ,0,14,7,93,179
Male,GHA,MMR,3,3,0,2,4
Male,GHA,NAM,0,0,0,0,0
Male,GHA,NRU,0,0,0,0,0
Male,GHA,NPL,0,36,9,30,52
Male,GHA,NLD,333,124,35,121,207
Male,GHA,ANT,1,0,0,0,0
Male,GHA,NCL,0,0,0,0,0
Male,GHA,NZL,5,0,0,0,0
Male,GHA,NIC,0,0,0,0,0
Male,GHA,NER,17470,11776,1556,2264,2972
Male,GHA,NGA,67907,20357,2484,3614,4744
Male,GHA,NIU,0,0,0,0,0
Male,GHA,NFK,0,0,0,0,0
Male,GHA,MNP,0,0,0,0,0
Male,GHA,NOR,4,3,0,3,5
Male,GHA,OMN,0,0,0,0,0
Male,GHA,PAK,43,60,15,50,86
Male,GHA,PLW,0,0,0,0,0
Male,GHA,PAN,0,0,0,0,0
Male,GHA,PNG,0,0,0,0,0
Male,GHA,PRY,2,0,0,0,0
Male,GHA,PER,2,0,0,0,0
Male,GHA,PHL,21,12,3,10,17
Male,GHA,POL,140,260,73,254,435
Male,GHA,PRT,78,61,17,60,102
Male,GHA,PRI,22,2,0,2,4
Male,GHA,QAT,0,0,0,0,0
Male,GHA,zzz,NA,NA,NA,NA,NA
Male,GHA,REU,0,0,0,5,9
Male,GHA,ROM,21,38,11,37,64
Male,GHA,RUS,12,22,6,21,36
Male,GHA,RWA,0,6,3,42,82
Male,GHA,SHN,0,0,0,1,3
Male,GHA,SPM,0,0,0,0,0
Male,GHA,WSM,0,0,0,0,0
Male,GHA,SMR,0,0,0,0,0
Male,GHA,STP,0,0,0,0,0
Male,GHA,SAU,22,8,2,7,12
Male,GHA,SEN,532,175,23,33,44
Male,GHA,SRB,NA,NA,NA,NA,NA
Male,GHA,SCG,15,29,8,28,48
Male,GHA,SYC,31,0,0,0,2
Male,GHA,SLE,611,37,5,7,9
Male,GHA,SGP,0,8,2,7,11
Male,GHA,SVK,11,20,6,20,34
Male,GHA,SVN,1,2,0,2,4
Male,GHA,SLB,0,0,0,0,0
Male,GHA,SOM,0,2,0,12,23
Male,GHA,ZAF,89,12,6,81,156
Male,GHA,ESP,104,81,23,79,135
Male,GHA,LKA,21,11,3,10,17
Male,GHA,KNA,0,0,0,0,0
Male,GHA,LCA,0,0,0,0,0
Male,GHA,VCT,0,0,0,0,0
Male,GHA,SDN,221,16,8,108,208
Male,GHA,SUR,0,0,0,0,0
Male,GHA,SWZ,0,0,0,0,0
Male,GHA,SWE,197,153,43,149,256
Male,GHA,CHE,246,69,20,68,116
Male,GHA,SYR,44,44,11,39,66
Male,GHA,TWN,1,11,3,9,16
Male,GHA,TJK,0,2,0,1,2
Male,GHA,TZA,4,2,0,12,23
Male,GHA,THA,1,9,2,8,13
Male,GHA,TLS,0,0,0,0,0
Male,GHA,TGO,96708,70137,10487,15257,20027
Male,GHA,TKL,0,0,0,0,0
Male,GHA,TON,0,0,0,0,0
Male,GHA,TTO,0,0,0,0,0
Male,GHA,TUN,3,0,0,1,2
Male,GHA,TUR,41,17,4,15,25
Male,GHA,TKM,0,2,0,1,2
Male,GHA,TCA,0,0,0,0,0
Male,GHA,TUV,0,0,0,0,0
Male,GHA,UGA,4,2,0,12,23
Male,GHA,UKR,7,12,3,12,21
Male,GHA,ARE,1,0,0,0,0
Male,GHA,GBR,4284,2764,843,2929,5015
Male,GHA,USA,428,58,19,65,111
Male,GHA,URY,1,0,0,0,0
Male,GHA,UZB,0,6,1,5,9
Male,GHA,VUT,0,0,0,0,0
Male,GHA,VEN,1,0,0,0,0
Male,GHA,VNM,4,38,9,32,56
Male,GHA,VIR,97575,1207,391,1360,2328
Male,GHA,VGB,0,0,0,0,0
Male,GHA,WLF,0,0,0,0,0
Male,GHA,PSE,0,0,0,0,0
Male,GHA,YEM,4,1,0,1,2
Male,GHA,ZMB,11,42,21,282,543
Male,GHA,ZWE,5,3,2,23,45
Male,HKG,AFG,40,36,2,11,137
Male,HKG,DZA,9,68,0,0,213
Male,HKG,AUS,2774,1842,2074,618,7836
Male,HKG,AUT,8,18,0,23,26
Male,HKG,AZE,516,467,30,140,1773
Male,HKG,BLR,48,102,2,132,149
Male,HKG,BLZ,0,0,0,0,0
Male,HKG,BEN,0,3,0,0,10
Male,HKG,ALB,3,6,0,8,9
Male,HKG,ASM,1,0,0,0,3
Male,HKG,AND,0,0,0,0,0
Male,HKG,AGO,1,9,0,0,29
Male,HKG,AIA,0,0,0,0,0
Male,HKG,ATG,0,0,0,0,0
Male,HKG,ARG,2,0,0,3,5
Male,HKG,ARM,323,292,19,87,1108
Male,HKG,ABW,0,0,0,0,0
Male,HKG,BHS,0,0,0,0,0
Male,HKG,BHR,1,0,0,0,4
Male,HKG,BGD,45,11,3063,4,39
Male,HKG,BRB,0,0,0,0,0
Male,HKG,BEL,6,12,0,16,18
Male,HKG,BMU,0,0,0,0,0
Male,HKG,BTN,5,4,0,1,16
Male,HKG,BOL,0,0,0,0,1
Male,HKG,BIH,9,20,0,26,29
Male,HKG,BWA,0,2,0,0,8
Male,HKG,BRA,9,0,0,14,26
Male,HKG,BRN,3,141,226,42,530
Male,HKG,BGR,8,16,0,21,24
Male,HKG,BFA,6,43,0,0,135
Male,HKG,BDI,1,8,0,0,26
Male,HKG,KHM,13,3,1821,1,11
Male,HKG,CMR,0,2,0,0,6
Male,HKG,CAN,778,295,954,1249,2324
Male,HKG,CPV,0,3,0,0,9
Male,HKG,CYM,0,0,0,0,0
Male,HKG,CAF,0,0,0,0,2
Male,HKG,TCD,0,2,0,0,7
Male,HKG,CHI,NA,NA,NA,NA,NA
Male,HKG,CHL,0,0,0,1,2
Male,HKG,CHN,807770,9196,992386,1026994,1068506
Male,HKG,COL,2,0,0,2,5
Male,HKG,COM,0,0,0,0,3
Male,HKG,COD,1,11,0,0,35
Male,HKG,COG,0,2,0,0,6
Male,HKG,COK,2,1,0,0,4
Male,HKG,CRI,0,0,0,0,0
Male,HKG,CIV,1,10,0,0,32
Male,HKG,HRV,4,7,0,10,11
Male,HKG,CUB,1,0,0,2,4
Male,HKG,CYP,3,6,0,8,9
Male,HKG,CZE,20,43,0,56,63
Male,HKG,DNK,14,18,0,23,26
Male,HKG,DJI,0,0,0,0,0
Male,HKG,DMA,0,0,0,0,0
Male,HKG,DOM,0,0,0,1,2
Male,HKG,ECU,0,0,0,0,1
Male,HKG,EGY,1,11,0,0,35
Male,HKG,SLV,0,0,0,1,2
Male,HKG,GNQ,0,0,0,0,2
Male,HKG,ERI,0,0,0,0,2
Male,HKG,EST,4,8,0,10,11
Male,HKG,ETH,0,4,0,0,12
Male,HKG,FRO,0,0,0,0,0
Male,HKG,FLK,0,0,0,0,0
Male,HKG,FJI,6,4,0,1,16
Male,HKG,FIN,7,15,0,19,22
Male,HKG,FRA,267,348,15,452,509
Male,HKG,GUF,0,0,0,0,0
Male,HKG,PYF,0,0,0,0,1
Male,HKG,GAB,0,0,0,0,2
Male,HKG,GMB,0,0,0,0,2
Male,HKG,GEO,388,351,23,105,1333
Male,HKG,DEU,325,424,17,551,619
Male,HKG,GHA,1,8,0,0,26
Male,HKG,GIB,0,0,0,0,0
Male,HKG,GRC,13,28,0,37,41
Male,HKG,GRL,0,0,0,0,0
Male,HKG,GRD,0,0,0,0,0
Male,HKG,GLP,0,0,0,0,0
Male,HKG,GUM,3,2,0,0,8
Male,HKG,GTM,0,0,0,0,1
Male,HKG,GIN,1,10,0,0,30
Male,HKG,GNB,0,0,0,0,2
Male,HKG,GUY,0,0,0,0,0
Male,HKG,HTI,0,0,0,0,1
Male,HKG,HND,0,0,0,0,0
Male,HKG,HKG,0,0,0,0,0
Male,HKG,HUN,9,20,0,26,29
Male,HKG,ISL,0,0,0,0,1
Male,HKG,IND,42,3831,866,1060,13465
Male,HKG,IDN,113,28,9339,10,99
Male,HKG,IRN,210,190,12,57,720
Male,HKG,IRQ,112,101,7,30,384
Male,HKG,IRL,19,41,0,53,60
Male,HKG,IMY,NA,NA,NA,NA,NA
Male,HKG,ISR,0,0,0,0,0
Male,HKG,ITA,22,29,1,38,42
Male,HKG,JAM,0,0,0,1,3
Male,HKG,JPN,139,33,6259,11,121
Male,HKG,JOR,47,42,3,13,161
Male,HKG,KAZ,1526,1382,90,413,5243
Male,HKG,KEN,2,14,0,0,44
Male,HKG,KIR,0,0,0,0,0
Male,HKG,PRK,7809,1802,4383,541,6829
Male,HKG,KOR,313,283,8,85,1074
Male,HKG,KSV,NA,NA,NA,NA,NA
Male,HKG,KWT,22,20,1,6,75
Male,HKG,KGZ,189,171,11,51,648
Male,HKG,LAO,16,4,2272,2,14
Male,HKG,LVA,7,14,0,18,20
Male,HKG,LBN,147,133,9,40,506
Male,HKG,LSO,1,9,0,0,27
Male,HKG,LBR,0,3,0,0,9
Male,HKG,LBY,0,2,0,0,7
Male,HKG,LIE,0,0,0,0,0
Male,HKG,LTU,10,22,0,28,32
Male,HKG,LUX,0,0,0,0,0
Male,HKG,MAC,7973,821052,5677,58721,33510
Male,HKG,MKD,2,5,0,6,7
Male,HKG,MDG,0,3,0,0,8
Male,HKG,MWI,0,6,0,0,20
Male,HKG,MYS,90,4310,7918,1279,16217
Male,HKG,MDV,0,0,0,0,1
Male,HKG,MLI,2,19,0,0,58
Male,HKG,MLT,2,5,0,6,7
Male,HKG,MHL,0,0,0,0,0
Male,HKG,MTQ,0,0,0,0,0
Male,HKG,MRT,0,1,0,0,5
Male,HKG,MUS,0,3,0,0,9
Male,HKG,MYT,0,0,0,0,0
Male,HKG,MEX,11,0,0,17,32
Male,HKG,FSM,0,0,0,0,1
Male,HKG,MDA,10,22,0,28,32
Male,HKG,MCO,0,0,0,0,0
Male,HKG,MNG,0,0,0,0,1
Male,HKG,MNE,NA,NA,NA,NA,NA
Male,HKG,MSR,0,0,0,0,0
Male,HKG,MAR,6,43,0,0,135
Male,HKG,MOZ,3,23,0,0,71
Male,HKG,MMR,18,5,2559,2,16
Male,HKG,NAM,0,2,0,0,8
Male,HKG,NRU,0,0,0,0,0
Male,HKG,NPL,7,2,5,0,6
Male,HKG,NLD,11,24,0,31,34
Male,HKG,ANT,0,0,0,0,0
Male,HKG,NCL,0,0,0,0,1
Male,HKG,NZL,223,148,158,50,630
Male,HKG,NIC,0,0,0,0,1
Male,HKG,NER,0,3,0,0,11
Male,HKG,NGA,2,15,0,0,46
Male,HKG,NIU,0,0,0,0,1
Male,HKG,NFK,0,0,0,0,0
Male,HKG,MNP,0,0,0,0,1
Male,HKG,NOR,4,9,0,11,12
Male,HKG,OMN,6,6,0,2,22
Male,HKG,PAK,48,1759,3270,367,4648
Male,HKG,PLW,0,0,0,0,2
Male,HKG,PAN,0,0,0,0,0
Male,HKG,PNG,2,1,0,0,6
Male,HKG,PRY,0,0,0,0,1
Male,HKG,PER,0,0,0,0,1
Male,HKG,PHL,212,52,19576,19,185
Male,HKG,POL,103,220,5,286,322
Male,HKG,PRT,925,1101,43,1429,1607
Male,HKG,PRI,2,0,0,4,7
Male,HKG,QAT,0,0,0,0,2
Male,HKG,zzz,NA,NA,NA,NA,NA
Male,HKG,REU,0,3,0,0,8
Male,HKG,ROM,15,32,0,42,47
Male,HKG,RUS,238,509,11,661,743
